Tran Date,CHQNO,PARTICULARS,DR,CR,BAL,SOL
15-09-2018,-,POS/KAILASH SERVICE S/THANE/150918/11:17,200, ,3731.98,315
19-09-2018,-,AXISDIRECT/L379880/19-09-2018/07:09, ,29900.45,33632.43,4
20-09-2018,-,POS/MC DONALDS/PUNE/200918/00:34,39, ,33593.43,315
20-09-2018,-,POS/Smart Life Chemis/Pune/200918/00:50,70, ,33523.43,315
21-09-2018,-,POS/SUBWAY/PUNE/210918/13:36,240, ,33283.43,315
22-09-2018,-,POS/CHAITANYA PARANTH/PUNE/220918/14:38,200, ,33083.43,315
22-09-2018,-,UPI/P2A/826516954586/AKSHAY MANOJ, ,181.25,33264.68,315
22-09-2018,-,ATM-CASH/DATTANAGAR CHOWK A/PUNE/220918,4000, ,29264.68,315
22-09-2018,-,POS/DMART Baner/PUNE/220918/21:46,273.2, ,28991.48,315
26-09-2018,-,POS/CHITALE BANDHU  A/PUNE/260918/17:50,609, ,28382.48,315
28-09-2018,-,POS/PH SAPPHIRE./PUNE/280918/14:17,740, ,27642.48,315
28-09-2018,-,NEFT/CITIN18924968131/ADP INDIA PRIVATE LIMITED/SA, ,54090,81732.48,248
29-09-2018,-,UPI/P2M/827202923146/billdesktez,1840, ,79892.48,315
29-09-2018,-,UPI/P2A/827202648166/GOOGLEPAY, ,26,79918.48,315
29-09-2018,-,UPI/P2A/827209132398/AXIfb41734e1cce46abbaa2966e, ,558,80476.48,315
29-09-2018,-,ATM-CASH/+KARAN PLAZA WARJE/PUNE CITY/290918,900, ,79576.48,315
29-09-2018,-,POS/MSW*SIDDHARTH CHE/umbai       M/290918/16:29,305, ,79271.48,315
30-09-2018,-,UPI/P2A/827312708876/,1000, ,78271.48,315
30-09-2018,-,912010041956734:Int.Pd:01-07-2018 to 30-09-2018, ,244,78515.48,315
30-09-2018,-,IMPS/P2A/827319377169/917895336444/NA, ,8393,86908.48,315
01-10-2018,-,POS/WELLNESS/THANE/011018/00:30,100, ,86808.48,315
01-10-2018,-,UPI/P2A/827410508410/,24000, ,62808.48,315
01-10-2018,-,POS/KRISHHA MEDICAL/MUMBAI/011018/19:51,88, ,62720.48,315
01-10-2018,-,UPI/P2A/827423941858/AXI6dda7bc2ba5b4c1a8c39b7f5, ,4860,67580.48,315
03-10-2018,-,ECOM PUR/BIGTREE ENTER/MUMBAI/021018/10:28,298.64, ,67281.84,315
03-10-2018,-,POS/MIRAH HOSPITALITY/THANE/021018/12:43,1030, ,66251.84,315
03-10-2018,-,ECOM PUR/MSRTC/MUMBAI/021018/16:47,520, ,65731.84,315
04-10-2018,-,UPI/P2A/827709182184/SHUBHANKAR SURESH PATHAK,675, ,65056.84,315
04-10-2018,-,UPI/P2A/827710375353/ANUPAM CHANDRAKANT BAPAT,565, ,64491.84,315
04-10-2018,-,IMPS/P2A/827718162782/919860450053/comments, ,8924,73415.84,315
04-10-2018,-,ATM-CASH-AXIS/BPCN275402/6361/041018/PUNE,4000, ,69415.84,315
04-10-2018,-,ECOM PUR/MCDELIVERY PA/Gurugram/041018/20:29,315, ,69100.84,315
05-10-2018,-,POS/RADHE RADHE ENTER/PUNE/051018/21:21,330, ,68770.84,315
08-10-2018,-,POS/SANTOSH CATERERS/PUNE/071018/10:55,421, ,68349.84,315
08-10-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/071018/20:44,208, ,68141.84,315
08-10-2018,-,AXISDIRECT/M210104/08-10-2018/09:10,2500, ,65641.84,315
08-10-2018,-,ECOM PUR/BIGTREE ENTER/MUMBAI/081018/16:05,323.36, ,65318.48,315
08-10-2018,-,AXISDIRECT/M271090/08-10-2018/07:10, ,90,65408.48,4
09-10-2018,-,POS/WAY DOWN SOUTH/PUNE/091018/20:03,330, ,65078.48,315
09-10-2018,-,ECOM PUR/Amazon Seller/Bangalore/091018/21:45,999, ,64079.48,315
09-10-2018,-,ECOM PUR/Amazon Seller/Bangalore/091018/22:30,4797, ,59282.48,315
10-10-2018,-,POS/MC DONALDS/PUNE/101018/13:24,219, ,59063.48,315
10-10-2018,-,ECOM PUR/Flipkart Paym/Chennai/101018/16:08,5171, ,53892.48,315
10-10-2018,-,POS/MAULI PETROLIUM/PUNE/101018/18:15,100, ,53792.48,315
12-10-2018,-,Consolidated DP Charges,29.5, ,53762.98,315
12-10-2018,-,ATM-CASH/CUMMINS BALEWADI/PUNE/121018,700, ,53062.98,315
12-10-2018,-,POS/DMART Baner/PUNE/121018/22:04,486, ,52576.98,315
13-10-2018,-,ECOM PUR/Amazon Seller/Bangalore/131018/00:44,979, ,51597.98,315
15-10-2018,-,POS/HOTEL SAI SAGAR/Pune/141018/15:59,180, ,51417.98,315
15-10-2018,-,ATM-CASH/BALEWADI LINK RD/HAVELI/141018,1000, ,50417.98,315
19-10-2018,-,ECOM PUR/Bundal PAYU A/Gurugram/191018/23:01,240, ,50177.98,315
20-10-2018,-,POS/MHAISKAR INFRASTR/PUNE/201018/01:27,230, ,49947.98,315
20-10-2018,-,POS/MHAISKAR INFRASTR/TALEGAON/201018/03:37,230, ,49717.98,315
20-10-2018,-,REFUND/MAULI PETROLIUM\S NO 274 BANER/DT.101018, ,0.75,49718.73,100
22-10-2018,-,MOB/TPFT/DEEPAK PANDE/043010100001767,4000, ,45718.73,315
22-10-2018,-,POS/MADURA GARMENTS./THANE/211018/15:01,2098, ,43620.73,315
22-10-2018,-,POS/LS INTL PVT LTD_V/THANE/211018/16:00,5888, ,37732.73,315
22-10-2018,-,ECOM PUR/Amazon Seller/Bangalore/211018/21:56,200, ,37532.73,315
22-10-2018,-,IMPS/P2A/829501895687/919860450053/comments, ,4700,42232.73,315
23-10-2018,-,UPI/P2A/829608215655/NAMDEO CHETAN MANEK, ,30,42262.73,315
23-10-2018,-,ATM-CASH/CUMMINS BALEWADI/PUNE/231018,700, ,41562.73,315
23-10-2018,-,POS/DMART Baner/PUNE/231018/17:41,153, ,41409.73,315
24-10-2018,-,ECS/BEL FIN DIV 2017 18/1208160002346/AXIS BANK  U, ,80,41489.73,274
24-10-2018,-,ECS/BEL FIN DIV 2017 18/1302750001515/AXIS BANK  U, ,31.2,41520.93,274
24-10-2018,-,POS/MSW*DRAMATIC DESS/Pune/241018/21:46,412, ,41108.93,315
25-10-2018,-,ECOM PUR/Flipkart Paym/Chennai/251018/00:52,1799, ,39309.93,315
25-10-2018,-,POS/MC DONALDS/PUNE/251018/13:26,219, ,39090.93,315
25-10-2018,-,ECOM PUR/Book My Show/Mumbai/251018/21:49,346.08, ,38744.85,315
26-10-2018,-,UPI/P2A/829909434729/,20000, ,18744.85,315
26-10-2018,-,UPI/P2A/829915705636/ANUPAM CHANDRAKANT BAPAT,150, ,18594.85,315
26-10-2018,-,POS/MAD OVER DONUTS/PUNE/261018/20:49,59, ,18535.85,315
27-10-2018,-,POS/RADHE RADHE ENTER/PUNE/271018/22:53,380, ,18155.85,315
29-10-2018,-,UPI/P2A/830123007523/AXIbea9c27f334d4354bf16d91f, ,500,18655.85,315
29-10-2018,-,ATM-CASH/CUMMINS BALEWADI/PUNE/291018,600, ,18055.85,315
30-10-2018,-,INB/IFT/DEEPAK PANDE/TPARTY TRANSFER, ,20000,38055.85,327
31-10-2018,-,NEFT/CITIN18940694674/ADP INDIA PRIVATE LIMITED/SA, ,54708,92763.85,2
31-10-2018,-,POS/MC DONALDS/PUNE/311018/23:19,181, ,92582.85,315
01-11-2018,-,POS/ABS ABSOLUTE /PUNE/011118/14:09,2741, ,89841.85,315
02-11-2018,-,UPI/P2M/830608928947/billdesktez,1650, ,88191.85,315
02-11-2018,-,UPI/P2A/830608429360/GOOGLEPAY, ,24,88215.85,315
02-11-2018,-,UPI/P2A/830616249999/AXId5373fc3895b4749bb167b52, ,5017,93232.85,315
02-11-2018,-,IMPS/P2A/830618998369/917895336444/Rent after de, ,6824,100056.85,315
02-11-2018,-,IMPS/P2A/830619341114/919860450053/comments, ,12708,112764.85,315
02-11-2018,-,UPI/P2A/830619961219/,24000, ,88764.85,315
03-11-2018,-,UPI/P2A/830710989584/MITA UMESH SHIMPI, ,1370.5,90135.35,315
03-11-2018,-,POS/SUBWAY/PUNE/031118/14:42,705, ,89430.35,315
03-11-2018,-,ECOM PUR/Amazon Seller/Bangalore/031118/17:22,110, ,89320.35,315
05-11-2018,-,ECOM PUR/MSRTC/MUMBAI/041118/11:58,520, ,88800.35,315
05-11-2018,-,POS/LIFE STYLE INTL P/PUNE/051118/19:38,2902, ,85898.35,315
07-11-2018,-,ECOM PUR/Flipkart Paym/Chennai/071118/15:23,377, ,85521.35,315
08-11-2018,-,ATM-CASH/IDBI VARAD LAXMI P/WAJRE/081118,2500, ,83021.35,315
08-11-2018,-,POS/MC DONALDS/PUNE/081118/22:49,174, ,82847.35,315
09-11-2018,-,AXISDIRECT/N650827/09-11-2018/08:11,2500, ,80347.35,315
10-11-2018,-,POS/MC DONALDS/PUNE/101118/11:17,167, ,80180.35,315
10-11-2018,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/101118/13:04,76, ,80104.35,315
10-11-2018,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/101118/13:05,75, ,80029.35,315
10-11-2018,-,PUR-REV//101118/13:04, ,76,80105.35,315
12-11-2018,-,ECOM PUR/aip bharti ai/MUMBAI/121118/07:30,349, ,79756.35,315
12-11-2018,-,POS/CAFE PETER DONUTS/PUNE/121118/18:19,455, ,79301.35,315
13-11-2018,-,POS/CAFE COFFEE DAY/SHREE KRISHNA/131118/18:04,160, ,79141.35,315
13-11-2018,-,POS/MC DONALDS/PUNE/131118/22:21,65, ,79076.35,315
14-11-2018,-,POS/MUMBAI HATT/PUNE/141118/20:36,320, ,78756.35,315
16-11-2018,-,ECOM PUR/Book My Show/Mumbai/161118/12:52,568.56, ,78187.79,315
16-11-2018,-,ECOM PUR/RAZORPAY ZOMA/JAIPUR/161118/21:57,185, ,78002.79,315
17-11-2018,-,UPI/P2A/832112295980/NAMDEO CHETAN MANEK, ,142,78144.79,315
17-11-2018,-,MOB/TPFT/PRAKASH PANDE/911010039129543,7965, ,70179.79,315
19-11-2018,-,ECOM PUR/One97 Communi/Noida/191118/19:12,20, ,70159.79,315
19-11-2018,-,POS/H AND M HENNES AN/PUNE/191118/21:38,498, ,69661.79,315
20-11-2018,-,POS/SUBWAY/PUNE/201118/13:32,219, ,69442.79,315
20-11-2018,-,POS/LE PLAISIR/PUNE/201118/21:03,1440, ,68002.79,315
20-11-2018,-,UPI/P2A/832421957040/MITA UMESH SHIMPI, ,100,68102.79,315
20-11-2018,-,UPI/P2A/832423764113/PRAKASH PANDE, ,1,68103.79,315
20-11-2018,-,UPI/P2A/832423309414/GOOGLEPAY, ,51,68154.79,315
21-11-2018,-,POS/CHANDERE PETROLEU/PUNE/211118/11:30,200, ,67954.79,315
21-11-2018,-,UPI/P2A/832512639566/MITA UMESH SHIMPI, ,720,68674.79,315
21-11-2018,-,POS/BELGIAN WAFFLE CO/PUNE/211118/13:14,540, ,68134.79,315
21-11-2018,-,POS/BELGIAN WAFFLE CO/PUNE/211118/13:20,560, ,67574.79,315
21-11-2018,-,POS/MHAISKAR INFRASTR/TALEGAON/211118/18:53,230, ,67344.79,315
21-11-2018,-,UPI/P2M/832522793621/KRISHNA MEDICAL AND GENERAL,15, ,67329.79,315
23-11-2018,-,POS/PRASHANT CORNER/MUMBAI/231118/19:13,280, ,67049.79,315
24-11-2018,-,ECOM PUR/paywww mcdel/GURGAON/241118/20:50,356, ,66693.79,315
26-11-2018,-,UPI/P2A/832913878016/AKSHAY MANOJ, ,142,66835.79,315
26-11-2018,-,ATM-CASH/+KAPURBOVDIThane/Thane/251118,2500, ,64335.79,315
26-11-2018,-,ECOM PUR/ZES*UBER INDI/NEW DELHI/261118/17:20,1, ,64334.79,315
29-11-2018,-,REFUND/HPCL 0.75% Cashless In\G Corp\/DT.211118, ,1.5,64336.29,100
29-11-2018,-,INB/621894384/ATOM STOCK BROKERS/912010041956734,20000, ,44336.29,315
29-11-2018,-,IMPS/P2A/833317001036/917895336444/Activa plus d, ,38000,82336.29,315
30-11-2018,-,INB/622088894/ATOM STOCK BROKERS/912010041956734,5000, ,77336.29,315
01-12-2018,-,UPI/P2A/833512091857/MR VISHAL GANTI,5250, ,72086.29,315
01-12-2018,-,POS/Belgian Wafie/THANE/011218/22:41,100, ,71986.29,315
03-12-2018,-,NEFT/N337180174030050/NEUROBYTE VENTURES/SalaryNov, ,19843,91829.29,248
03-12-2018,-,POS/PRASHANT CORNER/MUMBAI/031218/18:04,575, ,91254.29,315
04-12-2018,-,INB/IFT/PPF I-CONNECT COLLEC,20000, ,71254.29,315
04-12-2018,-,REFUND/ZES*UBER INDIA SYSTEMS\8 A DDA/DT.261118, ,1,71255.29,100
05-12-2018,-,IMPS/P2A/833914640050/919999999999/Payout-OCT-fo, ,1,71256.29,315
05-12-2018,-,BIRLA DIV_1017914298, ,4202.2,75458.49,4
05-12-2018,-,POS/MASTI FUN N WINES/MUMBAI/051218/19:09,1250, ,74208.49,315
05-12-2018,-,POS/HANG OUT./MUMBAI/051218/19:23,430, ,73778.49,315
07-12-2018,-,AXISDIRECT/O918428/07-12-2018/09:12,2500, ,71278.49,315
08-12-2018,-,POS/TAJ MAHAL SHAMIAN/MUMBAI/081218/15:55,10300, ,60978.49,315
10-12-2018,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/101218/07:06,75, ,60903.49,315
10-12-2018,486647,BRN-CLG-CHQ PAID TO NJ INDIA INVEST PVT LTD B,12000, ,48903.49,2567
14-12-2018,-,NEFT/N348180702836449/ZERODHA  NSE CLIENT AC/13122, ,24979,73882.49,248
17-12-2018,-,POS/URBAN TADKA THANE/THANE/161218/23:23,3088, ,70794.49,315
17-12-2018,-,UPI/P2A/835023325018/SANKET NALAVADE, ,1312,72106.49,315
17-12-2018,-,UPI/P2A/835023950933/SAURABH YATISH GUJARATHI, ,612,72718.49,315
17-12-2018,-,UPI/P2A/835023434078/DIPTISH HEMANT WANKHADE, ,232,72950.49,315
17-12-2018,-,ECOM PUR/PAYTM/Noida/171218/21:57,371, ,72579.49,315
19-12-2018,-,ECOM PUR/AMAZON PAY IN/BANGALORE/191218/18:06,45.16, ,72534.33,315
19-12-2018,-,ECOM PUR/Amazon Pay/8033420300/191218/20:36,1000, ,71534.33,315
20-12-2018,-,ECOM PUR/Flipkart Inte/18002089898/201218/15:37,119, ,71415.33,315
21-12-2018,-,POS/PHARAOH LOUNGE/MUMBAI/221218/01:00,15045, ,56370.33,315
24-12-2018,-,ECOM PUR/Bigtree Enter/Mumbai/231218/14:15,1236, ,55134.33,315
26-12-2018,-,ATM-CASH/+KARAN PLAZA WARJE/PUNE CITY/251218,500, ,54634.33,315
26-12-2018,-,INB/628265099/AMERICAN EXP CREDIT CARDBILLDESK/,31048.44, ,23585.89,315
27-12-2018,-,REFUND/LOGIN AND PAY WITH AMA\26 1 BR/DT.191218, ,45.16,23631.05,100
27-12-2018,-,ECOM PUR/PAYTM/1204770770/271218/22:37,140, ,23491.05,315
28-12-2018,-,NEFT/000165947202/LIFE INSURANCE CORPORATION OF IN, ,15000,38491.05,2
28-12-2018,-,ECS/INDIAN OIL CORPN LTD/6360963/AXIS BANK  UTB, ,506.25,38997.3,2
28-12-2018,-,ECOM PUR/Flipkart Inte/18002089898/281218/11:58,1599, ,37398.3,315
28-12-2018,-,UPI/P2A/836212289176/50100107217814,83, ,37315.3,315
29-12-2018,-,UPI/P2M/836312987890/0103SL00IPAY,100, ,37215.3,315
29-12-2018,-,ECOM PUR/Amazon Pay/8033420300/291218/18:43,1000, ,36215.3,315
29-12-2018,-,UPI/P2M/836322847382/0103SL00IPAY,6845.85, ,29369.45,315
31-12-2018,-,MOB/TPFT/DEEPAK PANDE/043010100001767,15000, ,14369.45,315
31-12-2018,-,INB/IFT/DEEPAK PANDE/TPARTY TRANSFER, ,31048.44,45417.89,315
31-12-2018,-,NEFT/CITIN18972281607/ADP INDIA PRIVATE LIMITED/SA, ,38384,83801.89,248
31-12-2018,-,912010041956734:Int.Pd:01-10-2018 to 31-12-2018, ,552,84353.89,315
31-12-2018,-,NEFT/N365180182936943/NEUROBYTE VENTURES/SalaryDec, ,66612,150965.89,248
31-12-2018,-,POS/NISARGA NX/THANE/010119/01:29,3999, ,146966.89,315
31-12-2018,-,UPI/P2A/900101445494/SANKET NALAVADE, ,1680,148646.89,315
01-01-2019,-,INB/629489770/ATOM STOCK BROKERS/912010041956734,10200, ,138446.89,315
02-01-2019,-,ECOM PUR/Amazon Pay/8033420300/020119/18:08,1000, ,137446.89,315
02-01-2019,-,UPI/P2M/900222577075/0103SL00IPAY,1020, ,136426.89,315
03-01-2019,-,AXISDIRECT/B165073/03-01-2019/05:01,11504.85, ,124922.04,315
05-01-2019,-,ECOM PUR/Bigtree Enter/Mumbai/050119/12:17,753.28, ,124168.76,315
06-01-2019,-,POS/MIRAH HOSPITALITY/THANE/060119/13:04,1575, ,122593.76,315
06-01-2019,-,POS/PANTALOONS/THANE/060119/17:14,2052.91, ,120540.85,315
06-01-2019,-,UPI/P2A/900622391533/50100166105884,475, ,120065.85,315
07-01-2019,-,AXISDIRECT/B256140/07-01-2019/09:01,2500, ,117565.85,315
08-01-2019,-,UPI/P2A/900812114928/NIKHIL BALU KACHARE, ,15045,132610.85,315
09-01-2019,-,NEFT/N009190722680582/ZERODHA  NSE CLIENT AC/08012, ,10189,142799.85,2
10-01-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100119/07:05,75, ,142724.85,315
14-01-2019,-,ECOM PUR/Bigtree Enter/Mumbai/130119/10:28,470.8, ,142254.05,315
14-01-2019,-,POS/VIVIANA VIP THANE/THANE/140119/21:46,210, ,142044.05,315
16-01-2019,-,INB/633223205/ATOM STOCK BROKERS/912010041956734,9370, ,132674.05,315
17-01-2019,-,AXISDIRECT/B806534/17-01-2019/05:01,11975.63, ,120698.42,315
17-01-2019,-,ECOM PUR/Bigtree Enter/Mumbai/170119/19:28,321.36, ,120377.06,315
18-01-2019,-,POS/VIVIANA TRD THANE/THANE/180119/19:57,470, ,119907.06,315
19-01-2019,-,ECOM PUR/Amazon Pay/8033420300/190119/17:48,1000, ,118907.06,315
21-01-2019,-,ECOM PUR/Amazon Seller/Bangalore/210119/16:20,246.94, ,118660.12,315
21-01-2019,-,ECOM PUR/ONE97 COMMUNI/NOIDA/210119/16:27,799, ,117861.12,315
21-01-2019,-,ECOM PUR/Amazon Pay/8033420300/210119/18:00,1000, ,116861.12,315
22-01-2019,-,ECOM PUR/TPS*MYNTRA DE/MUMBAI/220119/22:45,1367.22, ,115493.9,315
23-01-2019,-,IMPS/P2A/902309564284/919860450053/comments, ,120,115613.9,315
24-01-2019,-,INB/634961279/ATOM STOCK BROKERS/912010041956734,8780, ,106833.9,315
24-01-2019,-,ECOM PUR/zomatoPayTM/Mumbai/240119/18:18,77.5, ,106756.4,315
25-01-2019,-,ECOM PUR/RAZORPAY ZOMA/JAIPUR/250119/22:06,90, ,106666.4,315
25-01-2019,-,ECOM PUR/AMAZON PAY IN/BANGALORE/250119/23:00,23.4, ,106643,315
28-01-2019,-,INB/635708680/ATOM STOCK BROKERS/912010041956734,17250, ,89393,315
28-01-2019,-,ECOM PUR/Flipkart Inte/18002089898/280119/16:01,939, ,88454,315
30-01-2019,-,ECOM PUR/RAZORPAY ZOMA/JAIPUR/300119/18:04,77.5, ,88376.5,315
30-01-2019,-,REFUND/TPS*MYNTRA DESIGNS PVT\TRADE W/DT.250119, ,6.51,88383.01,100
31-01-2019,-,AXISDIRECT/C699202/31-01-2019/05:01,11169.76, ,77213.25,315
01-02-2019,-,ECOM PUR/aip bharti ai/MUMBAI/010219/11:01,349, ,76864.25,315
01-02-2019,-,ECOM PUR/Bigtree Enter/Mumbai/010219/17:49,618, ,76246.25,315
02-02-2019,-,NEFT/N033190195343309/NEUROBYTE VENTURES/SalaryJan, ,66612,142858.25,2
02-02-2019,-,POS/SUBWAY/THANE/020219/13:46,150, ,142708.25,315
02-02-2019,-,POS/LS INTL PVT LTD_V/THANE/020219/14:32,1444.1, ,141264.15,315
02-02-2019,-,POS/CAFE COFFEE DAY/MUMBAI/020219/14:43,158, ,141106.15,315
02-02-2019,-,POS/CAFE COFFEE DAY/MUMBAI/020219/14:48,173, ,140933.15,315
02-02-2019,-,INB/637253065/NJ INDIA INVEST PVT LTD/ABSL Liquid,50000, ,90933.15,315
04-02-2019,-,ECOM PUR/Amazon Seller/Bangalore/030219/11:07,997, ,89936.15,315
04-02-2019,-,ECOM PUR/Amazon Seller/Bangalore/050219/00:04,894, ,89042.15,315
05-02-2019,-,Sign. Verf. Chrgs   Mandate Regst/ Stop Pay/,118, ,88924.15,274
05-02-2019,-,POS/Raymond Ltd/THANE/050219/20:07,4049, ,84875.15,315
06-02-2019,-,ECOM PUR/SWIGGY/MUMBAI/060219/20:02,113, ,84762.15,315
07-02-2019,-,AXISDIRECT/D028065/07-02-2019/08:02,2500, ,82262.15,315
07-02-2019,-,ECOM PUR/WWW OLACABS C/001243054000/070219/15:51,400, ,81862.15,315
07-02-2019,-,POS/Believe Trade Lin/GURGAON/070219/17:37,25, ,81837.15,315
07-02-2019,-,PUR-REV//070219/17:37, ,25,81862.15,315
07-02-2019,-,Sign. Verf. Chrgs   Mandate Regst/ Stop Pay/,118, ,81744.15,274
09-02-2019,-,UPI/P2A/904016525110/00000011265130651,660, ,81084.15,315
11-02-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100219/07:05,75, ,81009.15,315
11-02-2019,-,ECOM PUR/DOMINOS/MUMBAI/110219/01:09,406.14, ,80603.01,315
12-02-2019,-,UPI/P2A/904311650310/12571000030293,15000, ,65603.01,315
12-02-2019,-,ECOM PUR/Bundl technol/Bangalore/120219/18:07,84, ,65519.01,315
13-02-2019,-,ATM-CASH/GHODBUNDER ROAD/THANE/130219,600, ,64919.01,315
13-02-2019,-,ECOM PUR/Flipkart Inte/18002089898/130219/18:26,379, ,64540.01,315
13-02-2019,-,ECOM PUR/SWIGGY/MUMBAI/130219/19:10,105, ,64435.01,315
15-02-2019,-,ECOM PUR/AMAZON PAY IN/BANGALORE/150219/18:51,318.2, ,64116.81,315
16-02-2019,-,ECOM PUR/Amazon Seller/Bangalore/160219/15:50,1595, ,62521.81,315
18-02-2019,-,POS/HOTEL BOMBAY DUCK/THANE/170219/02:30,2425, ,60096.81,315
18-02-2019,-,UPI/P2A/904820421855/SANKET NALAVADE, ,606,60702.81,315
18-02-2019,-,UPI/P2A/904820917483/SAURABH YATISH GUJARATHI, ,606,61308.81,315
18-02-2019,-,ECOM PUR/SWIGGY/MUMBAI/180219/18:13,125, ,61183.81,315
20-02-2019,-,ECOM PUR/AMAZON PAY IN/BANGALORE/200219/22:49,290, ,60893.81,315
22-02-2019,-,UPI/P2A/905401626370/PRITISH  SUNIL HAJIRNIS, ,606,61499.81,315
24-02-2019,-,POS/WELLNESS/THANE/240219/00:32,470, ,61029.81,315
24-02-2019,-,ECOM PUR/DOMINOS/MUMBAI/240219/21:20,431, ,60598.81,315
24-02-2019,-,ECOM PUR/ONE97 COMMUNI/NOIDA/240219/22:13,431, ,60167.81,315
25-02-2019,-,ECOM PUR/Flipkart Inte/18002089898/250219/11:54,679, ,59488.81,315
25-02-2019,-,ECOM PUR/Amazon Pay/8033420300/250219/19:25,1000, ,58488.81,315
25-02-2019,-,ECOM PUR/Zomato Media/Gurgaon/250219/19:29,203.85, ,58284.96,315
27-02-2019,-,UPI/P2M/905817092489/0103SL00IPAY,130, ,58154.96,315
28-02-2019,-,ECS/BEL INT DIV 2018 19/1208160002346/AXIS BANK  U, ,60,58214.96,274
28-02-2019,-,ECS/BEL INT DIV 2018 19/1302750001515/AXIS BANK  U, ,41.4,58256.36,274
28-02-2019,-,POS/BARBEQUE NATION /MUMBAI/280219/14:28,3001, ,55255.36,315
28-02-2019,-,IMPS/P2A/905919066638/910000000000/Accountvalida, ,1,55256.36,315
01-03-2019,-,ATM-CASH/IDBI WAGLE IND  MI/THANE/010319,1000, ,54256.36,315
01-03-2019,-,ECOM PUR/ONE97 COMMUNI/NOIDA/010319/22:28,429.64, ,53826.72,315
01-03-2019,-,POS/MASTI FUN N WINES/MUMBAI/010319/22:49,1250, ,52576.72,315
05-03-2019,-,UPI/P2M/906420232881/0103SL00IPAY,25, ,52551.72,315
05-03-2019,-,UPI/P2M/906420271670/0103SL00IPAY,25, ,52526.72,315
06-03-2019,-,INB/644934896/NJ INDIA INVEST PVT LTD/Axis Liquid,50000, ,2526.72,315
07-03-2019,-,AXISDIRECT/E532563/07-03-2019/08:03,2500, ,26.72,315
07-03-2019,-,NEFT/N066190208624511/NEUROBYTE VENTURES/SalFeb201, ,66612,66638.72,85
08-03-2019,-,NEFT/N067190769875768/ZERODHA  NSE CLIENT AC/07032, ,18750,85388.72,2
08-03-2019,-,UPI/P2A/906717241908/GOOGLEPAY, ,34,85422.72,315
08-03-2019,-,UPI/P2M/906742145572/19744201000007,306, ,85116.72,315
11-03-2019,-,ECOM PUR/ITUNES.COM/BI/ITUNES.COM/100319/07:05,75, ,85041.72,315
11-03-2019,-,ECOM PUR/Bigtree Enter/Mumbai/100319/22:51,372.8, ,84668.92,315
11-03-2019,-,UPI/P2A/907017395936/SAURABH YATISH GUJARATHI, ,186,84854.92,315
11-03-2019,-,POS/SUBWAY/THANE/110319/22:36,170, ,84684.92,315
13-03-2019,-,NACH-DR- BD BSE Limited,4750, ,79934.92,2567
13-03-2019,-,ECOM PUR/Flipkart Inte/18002089898/130319/14:12,1643, ,78291.92,315
13-03-2019,-,AXISDIRECT/400028340/13-03-2019/03:51,17964.38, ,60327.54,315
13-03-2019,-,AXISDIRECT/E901331/13-03-2019/09:03, ,17964.38,78291.92,4
13-03-2019,-,ECOM PUR/Amazon Seller/Bangalore/130319/23:16,167, ,78124.92,315
15-03-2019,-,ECOM PUR/MSRTC/MUMBAI/150319/12:07,520, ,77604.92,315
16-03-2019,-,NEFT/N075190776822890/ZERODHA  NSE CLIENT AC/15032, ,33247,110851.92,2
16-03-2019,-,REFUND/DOMINOS BILLDESK\E 510 CRYSTAL/DT.110319, ,431,111282.92,100
18-03-2019,-,NACH-DR- BD BSE Limited,1000, ,110282.92,2567
19-03-2019,-,POS/GAURAV SWEETS AND/THANE/190319/19:18,260, ,110022.92,315
20-03-2019,-,NACH-DR- BD BSE Limited,4750, ,105272.92,2567
24-03-2019,-,ECOM PUR/Amazon Pay/8033420300/240319/19:13,500, ,104772.92,315
25-03-2019,-,ECS/BEL 2INTDIV 2018 19/1302750001515/AXIS BANK  U, ,96.6,104869.52,2
25-03-2019,-,ECS/BEL 2INTDIV 2018 19/1208160002346/AXIS BANK  U, ,140,105009.52,2
25-03-2019,-,ECOM PUR/Bigtree Enter/Mumbai/250319/13:53,533.48, ,104476.04,315
25-03-2019,-,UPI/P2A/908413107645/SAURABH YATISH GUJARATHI, ,266,104742.04,315
26-03-2019,-,ECOM PUR/Flipkart Inte/18002089898/260319/18:19,275, ,104467.04,315
28-03-2019,-,NACH-DR- BD BSE Limited,4750, ,99717.04,2567
30-03-2019,-,ECS/INDIAN OIL CORPN LTD/6913980/AXIS BANK  UTB, ,112.5,99829.54,274
30-03-2019,-,ECOM PUR/wix com india/New Delhi/300319/16:06,4464, ,95365.54,315
30-03-2019,-,ECOM PUR/wix com india/New Delhi/300319/16:14,2331, ,93034.54,315
31-03-2019,-,POS/VIBRANT RESTAURAN/THANE/310319/16:13,2475, ,90559.54,315
31-03-2019,-,UPI/P2A/909016624712/SANKET NALAVADE, ,825,91384.54,315
31-03-2019,-,UPI/P2A/909022464122/SAURABH YATISH GUJARATHI, ,825,92209.54,315
